Trial_type,Response,Points_earned,Trial_start_time,Stim_end_time,Reaction_time,ITI_start_time,ITI_length,Counterbalance,
2.0,0,0,85652,88169,2516,90171,519.0,1,
3.0,0,0,90697,94339,3641,96341,1454.0,1,
1.0,1,5,97803,100481,371,102483,1381.0,1,
4.0,1,-100,103871,106484,434,108486,2868.0,1,
4.0,1,10,111361,115273,1243,117275,3060.0,1,
4.0,2,0,120342,123477,473,125479,942.0,1,
3.0,1,100,126428,129156,534,131158,2101.0,1,
1.0,1,5,133266,136179,626,138181,590.0,1,
2.0,1,-5,138778,141353,743,143355,3834.0,1,
1.0,2,0,147196,150934,468,152936,1607.0,1,
1.0,2,0,154550,157670,1155,159672,3913.0,1,
2.0,1,-5,163593,166165,375,168167,1017.0,1,
3.0,1,-10,169191,172040,920,174042,922.0,1,
4.0,2,0,174971,177779,265,179781,1697.0,1,
4.0,1,10,181485,184733,456,186735,1420.0,1,
2.0,1,-5,188163,190936,593,192938,595.0,1,
2.0,2,0,193540,196095,570,198097,1076.0,1,
1.0,1,5,199181,202981,829,204983,1902.0,1,
3.0,1,100,206893,209924,667,211926,1928.0,1,
1.0,1,5,213861,216622,655,218624,1335.0,1,
1.0,1,-495,219967,224187,3352,226189,507.0,1,
1.0,2,0,226703,229451,377,231453,701.0,1,
1.0,1,5,232161,235120,1510,237122,663.0,1,
4.0,1,10,237792,240316,583,242318,3555.0,1,
3.0,0,0,245880,248597,2716,250599,2412.0,1,
1.0,0,0,253019,255694,2674,257696,592.0,1,
1.0,0,0,258295,261484,3188,263486,1321.0,1,
3.0,0,0,264814,268448,3633,270450,1866.0,1,
4.0,0,0,272323,275000,2676,277001,2291.0,1,
2.0,0,0,279299,282219,2919,284221,2991.0,1,
